model_name,num_layers,gcn_skip,dropout,epochs,lr,ortho_regularization,link_pred_regularization,entropy_regularization,mean_ECS,std_ECS,mean_NMI,std_NMI,mean_cluster_ratio,std_cluster_ratio,total_runs
diffpool,1,False,0.2,200,0.001,,1.0,0.5,0.8278414532538504,0.08013648480471752,0.9361266171786319,0.03274667708700422,0.6666666666666666,0.07216878364870323,3
diffpool,1,False,0.2,200,0.001,,1.0,0.1,0.8238213133478451,0.10536668282220157,0.9357902076994747,0.03718973837702742,0.7083333333333334,0.07216878364870322,3
diffpool,1,True,0.2,200,0.01,,1.0,0.1,0.8125743562461114,0.12567440634691382,0.9274537998816346,0.04948239284000654,0.6458333333333334,0.09547032697824667,3
diffpool,1,True,0.2,200,0.001,,1.0,0.1,0.8006522684735414,0.11477810060864198,0.9252744215652875,0.04686737765045284,0.625,0.0625,3
diffpool,1,False,0.2,200,0.01,,1.0,0.5,0.7981763898127991,0.09250524349039613,0.9249074428457403,0.039537927087241506,0.6041666666666666,0.09547032697824666,3
diffpool,1,False,0.0,200,0.005,,1.0,1.0,0.7937170838231484,0.0442599262448974,0.9256486487384992,0.01697168115382715,0.625,0.0625,3
diffpool,1,True,0.5,200,0.001,,1.0,0.5,0.7936093759721184,0.10763175823757096,0.9241908583283643,0.03549979293551653,0.6458333333333334,0.036084391824351615,3
diffpool,1,True,0.5,500,0.01,,1.0,0.1,0.7869147754158247,0.054924364105192046,0.9234216512519661,0.017735130336894733,0.625,0.0,3
diffpool,1,True,0.0,200,0.005,,1.0,0.1,0.7840196904755502,0.06160482347379276,0.9235564049619183,0.018336573254036214,0.6041666666666666,0.036084391824351615,3
diffpool,1,True,0.5,500,0.005,,1.0,0.1,0.7817896850910026,0.025624252968511355,0.9223365023912403,0.0061518393887457674,0.5833333333333334,0.036084391824351615,3
diffpool,1,False,0.5,500,0.005,,1.0,0.1,0.7769813627259238,0.037856741185493606,0.9194719296064502,0.011231638304000854,0.5833333333333334,0.07216878364870322,3
diffpool,1,False,0.0,500,0.005,,1.0,0.1,0.7759341019820395,0.13928277917946716,0.9116166900153685,0.05761859971201229,0.625,0.0625,3
diffpool,1,False,0.0,500,0.001,,1.0,0.1,0.7739080117292082,0.0936722521766139,0.9203454514455544,0.033249417918443054,0.625,0.0625,3
diffpool,1,True,0.0,500,0.005,,1.0,0.5,0.7736469025162149,0.05588141564907396,0.9217956201610628,0.022190238244004058,0.6458333333333334,0.07216878364870323,3
diffpool,1,False,0.5,200,0.005,,1.0,0.1,0.7714723696776454,0.08532173691833732,0.9156666082115344,0.03328784577427509,0.6041666666666666,0.09547032697824666,3
diffpool,1,False,0.0,200,0.01,,1.0,1.0,0.7706014723939366,0.05774619116699881,0.9141147241546522,0.03030447788704468,0.6041666666666666,0.036084391824351615,3
diffpool,1,True,0.5,200,0.01,,1.0,0.1,0.7667845747845954,0.06566482530446383,0.9173001786710518,0.025419070680740202,0.6041666666666666,0.036084391824351615,3
diffpool,1,False,0.5,500,0.001,,1.0,0.1,0.7653375699318635,0.0320519747935266,0.918967648286619,0.010403420009095403,0.625,0.0625,3
diffpool,1,True,0.2,200,0.001,,1.0,1.0,0.7645358335796658,0.07999327078565763,0.9073835438117349,0.03698470155415853,0.5625,0.0625,3
diffpool,1,False,0.5,200,0.01,,1.0,1.0,0.7620772553858273,0.0394917919490353,0.9163133550734787,0.014922491494527804,0.625,0.0,3
diffpool,1,True,0.0,200,0.005,,1.0,0.5,0.7601833274490151,0.07109128057122549,0.9115104014060355,0.030636882070005606,0.625,0.0625,3
diffpool,1,False,0.5,200,0.01,,1.0,0.5,0.7583423494851362,0.14785958422422243,0.9095466443516854,0.060199619766761706,0.5625,0.125,3
diffpool,1,True,0.2,500,0.001,,1.0,0.1,0.7554385613627425,0.053147580654105596,0.9042347002166258,0.02870538668989578,0.5833333333333334,0.09547032697824666,3
diffpool,1,True,0.0,200,0.001,,1.0,0.1,0.7553166568185851,0.08136540090631961,0.9118740114062449,0.03110496829205523,0.625,0.0,3
diffpool,1,True,0.0,500,0.005,,1.0,1.0,0.7519728736327765,0.08551350778467802,0.911008148294183,0.0358810319997762,0.625,0.0625,3
diffpool,1,False,0.5,500,0.001,,1.0,0.5,0.7506145844053326,0.03338821351516929,0.911772978120099,0.01384473871433967,0.625,0.0,3
diffpool,1,False,0.2,500,0.005,,1.0,1.0,0.7504107127476675,0.07289948388135033,0.9117791329222643,0.025836984352781478,0.6041666666666666,0.07216878364870322,3
diffpool,1,True,0.0,500,0.01,,1.0,0.5,0.7502355466695483,0.04216915852987457,0.9098395976070287,0.016180947055664537,0.6041666666666666,0.09547032697824666,3
diffpool,1,False,0.2,200,0.01,,1.0,0.1,0.7495338365633003,0.13324472607053764,0.9071646416875637,0.05480422505229286,0.5833333333333334,0.1301041249666333,3
diffpool,1,True,0.2,200,0.01,,1.0,1.0,0.7488238834046882,0.04004624456164045,0.9051341795920803,0.019825876400196642,0.5833333333333334,0.036084391824351615,3
diffpool,1,True,0.5,200,0.001,,1.0,1.0,0.7485227045843842,0.0671914937657792,0.9009271119213587,0.03284035954252871,0.6041666666666666,0.07216878364870322,3
diffpool,1,True,0.2,200,0.01,,1.0,0.5,0.7478071429544006,0.059806311511963944,0.9142257314102524,0.022731885809035273,0.625,0.0625,3
diffpool,2,False,0.5,200,0.005,,1.0,0.1,0.7477227574052464,0.14493662375034835,0.8942151536813802,0.07167973020613451,0.5416666666666666,0.09547032697824667,3
diffpool,1,True,0.5,500,0.001,,1.0,1.0,0.7476241327542134,0.0810806729230856,0.9071452628000519,0.032796539887475946,0.5833333333333334,0.07216878364870323,3
diffpool,2,False,0.0,500,0.01,,1.0,1.0,0.747481466679238,0.022137120575648442,0.9006777694794641,0.012476656132500614,0.5625,0.0625,3
diffpool,1,True,0.0,500,0.001,,1.0,1.0,0.7465908634461371,0.06509799411124848,0.9095109150248954,0.02918291250877712,0.6458333333333334,0.09547032697824667,3
diffpool,1,False,0.2,500,0.001,,1.0,0.5,0.7449219717622709,0.06266011722406857,0.9098933429775647,0.022404966670940885,0.5625,0.0625,3
diffpool,2,False,0.0,500,0.01,,1.0,0.5,0.7443777692886885,0.04809325436100528,0.9005230240027973,0.027072772202484288,0.5833333333333334,0.07216878364870323,3
