model_name,num_layers,gcn_skip,dropout,epochs,lr,ortho_regularization,link_pred_regularization,entropy_regularization,mean_ECS,std_ECS,mean_NMI,std_NMI,mean_cluster_ratio,std_cluster_ratio,total_runs
diffpool,1,False,0.5,500,0.001,,1.0,0.5,0.8460879482746096,0.039432918197943534,0.9510343739780326,0.009590714504024331,0.48717948717948706,0.0,3
diffpool,1,False,0.2,500,0.01,,1.0,0.5,0.8186059695158393,0.07635542393700664,0.9442300978627728,0.019165531172777195,0.5299145299145299,0.039167313632101214,3
diffpool,1,True,0.2,200,0.01,,1.0,1.0,0.8157610798169991,0.07292067324097115,0.9409968298919636,0.02184178776885355,0.49572649572649574,0.05337605126836234,3
diffpool,1,False,0.2,200,0.01,,1.0,1.0,0.8110561213349042,0.0372401597443703,0.9421625081020911,0.012968357997527814,0.48717948717948717,0.04441155916843277,3
diffpool,1,False,0.2,200,0.001,,1.0,1.0,0.7976682341965576,0.019046905946139413,0.9386290332582755,0.006456492191445265,0.4957264957264957,0.014803853056144265,3
diffpool,1,True,0.2,200,0.005,,1.0,0.5,0.7975562478162631,0.07317779400011062,0.9339248113136644,0.024521692785187465,0.4615384615384615,0.025641025641025605,3
diffpool,1,True,0.5,500,0.01,,1.0,1.0,0.7962577950141153,0.01655285816645772,0.9369016853318199,0.004113739699033302,0.4957264957264957,0.014803853056144265,3
diffpool,1,False,0.0,200,0.005,,1.0,1.0,0.7956606793050454,0.03762872249562066,0.9377792174451173,0.01182516744837447,0.5128205128205128,0.02564102564102566,3
diffpool,1,False,0.0,500,0.005,,1.0,0.5,0.7887607758766028,0.10579230610991275,0.9322388038369929,0.0328098838412458,0.4615384615384615,0.06783977720678436,3
diffpool,1,True,0.0,200,0.001,,1.0,0.5,0.7887198808294708,0.03375161745696593,0.9340435582808787,0.00948099113044102,0.5042735042735043,0.05337605126836237,3
diffpool,1,False,0.0,500,0.001,,1.0,1.0,0.7863886709527806,0.09226272297535887,0.9350969890010924,0.03128728877589569,0.5213675213675214,0.0783346272642024,3
diffpool,1,False,0.0,200,0.01,,1.0,1.0,0.7850469690722703,0.09022839290275252,0.9303833107812775,0.02933560886351193,0.47008547008547,0.06452849944675858,3
diffpool,1,False,0.2,200,0.001,,1.0,0.5,0.7832272733405307,0.026619562120546163,0.9359385900404541,0.007763906724873139,0.5042735042735043,0.014803853056144253,3
diffpool,1,True,0.0,200,0.01,,1.0,1.0,0.7829747008954663,0.03612890015475856,0.9331719939717754,0.0061640891320210445,0.5128205128205128,0.044411559168432785,3
diffpool,1,False,0.0,500,0.01,,1.0,1.0,0.7782231268525663,0.04856065516079328,0.928491545663627,0.01743064734653621,0.48717948717948717,0.06783977720678439,3
diffpool,1,False,0.5,200,0.001,,1.0,0.5,0.7720469464015074,0.03802824405539261,0.9262543102198547,0.014514813922162974,0.4615384615384615,0.0,3
diffpool,1,True,0.0,500,0.005,,1.0,1.0,0.7692351166705226,0.09453291283128927,0.9268669043055059,0.02981955257834802,0.47863247863247854,0.0296077061122885,3
diffpool,1,False,0.2,200,0.005,,1.0,0.5,0.7674468268440041,0.022932493775106783,0.9287937074340157,0.006088841198668178,0.5042735042735043,0.02960770611228853,3
diffpool,1,False,0.2,500,0.005,,1.0,1.0,0.7660722275844251,0.023574193516996047,0.9281863470151772,0.006177993845588517,0.4957264957264957,0.0391673136321012,3
diffpool,1,True,0.2,200,0.01,,1.0,0.5,0.765771702000985,0.06739309322901366,0.9262596044827619,0.01835839582261369,0.47863247863247854,0.05921541222457701,3
diffpool,1,False,0.2,200,0.01,,1.0,0.5,0.7633112579957707,0.08688357523683866,0.9263477796727803,0.029455627820807316,0.48717948717948717,0.0888231183368655,3
diffpool,1,False,0.0,500,0.001,,1.0,0.5,0.7621627168032287,0.04617911524320932,0.9290651102846947,0.01748693801338263,0.47008547008547,0.06452849944675856,3
