config_id,dataset_type,dataset_label,network_name,featurized_sigma_c,model_name,num_layers,hidden,gcn_skip,dropout,epochs,lr,ortho_regularization,link_pred_regularization,entropy_regularization,mu,sigma_c,min_community,graph_seed,num_nodes,num_edges,feature_dim,training_repeat,ECS,NMI,n_true_clusters,n_pred_clusters,cluster_ratio,last_loss,elapsed_time_sec
1,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.001,0.5,,,,,,,7880,9164,165,1,0.11695332008093824,0.2152881316529063,39,32,0.8205128205128205,-0.4124724864959717,11.053829908370972
1,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.001,0.5,,,,,,,7880,9164,165,2,0.11917808508799996,0.20794348487118638,39,26,0.6666666666666666,-0.40287041664123535,9.307217836380005
1,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.001,0.5,,,,,,,7880,9164,165,3,0.12956604210004755,0.23620774645045994,39,31,0.7948717948717948,-0.42441147565841675,9.212350130081177
2,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.001,1.0,,,,,,,7880,9164,165,1,0.11475520104532475,0.2229598401242918,39,30,0.7692307692307693,-0.004284977912902832,9.177045106887817
2,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.001,1.0,,,,,,,7880,9164,165,2,0.11207982558456907,0.23776156570397367,39,34,0.8717948717948718,-0.12500762939453125,9.200144290924072
2,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.001,1.0,,,,,,,7880,9164,165,3,0.10743244940489324,0.23427442279021438,39,32,0.8205128205128205,-0.1118239164352417,9.203986883163452
3,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.005,0.5,,,,,,,7880,9164,165,1,0.14995429910783056,0.28026660197317765,39,36,0.9230769230769231,-0.4935632050037384,9.293178081512451
3,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.005,0.5,,,,,,,7880,9164,165,2,0.11820291018461479,0.2768723058399376,39,36,0.9230769230769231,-0.5854068994522095,9.158078908920288
3,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.005,0.5,,,,,,,7880,9164,165,3,0.1281346708190569,0.28821848323273447,39,37,0.9487179487179487,-0.5609101057052612,8.901550054550171
4,real,real_BitcoinTransactions_original_features_consensus,BitcoinTransactions,,mincut,1,64,False,0.0,200,0.005,1.0,,,,,,,7880,9164,165,1,0.09688374471485915,0.2628482979472694,39,39,1.0,-0.5995972156524658,9.128676891326904
