config_id,dataset_type,dataset_label,network_name,featurized_sigma_c,model_name,num_layers,hidden,gcn_skip,dropout,epochs,lr,ortho_regularization,link_pred_regularization,entropy_regularization,mu,sigma_c,min_community,graph_seed,num_nodes,num_edges,feature_dim,training_repeat,ECS,NMI,n_true_clusters,n_pred_clusters,cluster_ratio,last_loss,elapsed_time_sec
1,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,0.5,,,,,,,2405,11596,64,1,0.9244250629528465,0.9585859879057604,58,26,0.4482758620689655,-0.37037360668182373,2.8417341709136963
1,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,0.5,,,,,,,2405,11596,64,2,0.9067308317470174,0.9551133722794705,58,33,0.5689655172413793,-0.3822973370552063,2.1413047313690186
1,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,0.5,,,,,,,2405,11596,64,3,0.9209337629101344,0.9593852952204043,58,31,0.5344827586206896,-0.37967151403427124,2.2101380825042725
2,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,0.75,,,,,,,2405,11596,64,1,0.806591732874022,0.9159907158963615,58,46,0.7931034482758621,-0.14505183696746826,2.2988109588623047
2,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,0.75,,,,,,,2405,11596,64,2,0.8019684184533274,0.920944612113971,58,38,0.6551724137931034,-0.12782526016235352,2.1861729621887207
2,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,0.75,,,,,,,2405,11596,64,3,0.6663815397002201,0.8843560396956552,58,50,0.8620689655172413,-0.150462806224823,2.1119911670684814
3,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,1.0,,,,,,,2405,11596,64,1,0.5297004362397317,0.8507112201984633,58,52,0.896551724137931,0.0754743218421936,2.197342872619629
3,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,1.0,,,,,,,2405,11596,64,2,0.5937384113788354,0.8619536949171236,58,47,0.8103448275862069,0.09573477506637573,2.116098165512085
3,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.001,1.0,,,,,,,2405,11596,64,3,0.626743698450193,0.8747541208556848,58,50,0.8620689655172413,0.10087889432907104,2.1515510082244873
4,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,0.5,,,,,,,2405,11596,64,1,0.6026751455688505,0.8560183828236373,58,42,0.7241379310344828,-0.42844459414482117,2.1149370670318604
4,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,0.5,,,,,,,2405,11596,64,2,0.6292921948833328,0.8727267174440689,58,45,0.7758620689655172,-0.4376176595687866,2.2607553005218506
4,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,0.5,,,,,,,2405,11596,64,3,0.6879057811072874,0.8873414069122889,58,38,0.6551724137931034,-0.42741477489471436,2.143059015274048
5,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,0.75,,,,,,,2405,11596,64,1,0.3368923399020828,0.7537262305159635,58,58,1.0,-0.3276413679122925,2.122340679168701
5,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,0.75,,,,,,,2405,11596,64,2,0.4346874207590712,0.813313282402604,58,55,0.9482758620689655,-0.2486090064048767,2.2043750286102295
5,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,0.75,,,,,,,2405,11596,64,3,0.40789266750264064,0.7949126845170736,58,52,0.896551724137931,-0.27571070194244385,2.1297311782836914
6,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,1.0,,,,,,,2405,11596,64,1,0.24988611413671832,0.7136108851771917,58,55,0.9482758620689655,-0.2113630771636963,2.1517951488494873
6,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,1.0,,,,,,,2405,11596,64,2,0.2716533116395338,0.7379565515337003,58,55,0.9482758620689655,-0.15787488222122192,2.2167422771453857
6,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.005,1.0,,,,,,,2405,11596,64,3,0.2300613159863766,0.6937252379217183,58,57,0.9827586206896551,-0.3168606460094452,2.130919933319092
7,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.01,0.5,,,,,,,2405,11596,64,1,0.750685947057467,0.8978827054582863,58,38,0.6551724137931034,-0.4231218099594116,2.183481216430664
7,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.01,0.5,,,,,,,2405,11596,64,2,0.670558282618679,0.8672270698278371,58,32,0.5517241379310345,-0.39433252811431885,2.243917942047119
7,real,real_Wiki_featurized_sigma5.0,Wiki,5.0,mincut,1,64,False,0.0,200,0.01,0.5,,,,,,,2405,11596,64,3,0.7815249551869318,0.8993576489813735,58,26,0.4482758620689655,-0.41124457120895386,2.301492929458618
