config_id,dataset_type,dataset_label,network_name,featurized_sigma_c,model_name,num_layers,hidden,gcn_skip,dropout,epochs,lr,ortho_regularization,link_pred_regularization,entropy_regularization,mu,sigma_c,min_community,graph_seed,num_nodes,num_edges,feature_dim,training_repeat,ECS,NMI,n_true_clusters,n_pred_clusters,cluster_ratio,last_loss,elapsed_time_sec
19,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.001,,1.0,0.5,,,,,7880,9164,64,3,0.7675987329541457,0.9299053147305418,39,17,0.4358974358974359,0.0027650853153318,22.152936220169067
20,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.001,,1.0,1.0,,,,,7880,9164,64,1,0.4466863093385346,0.7731194941672263,39,10,0.2564102564102564,0.0041587902233004,22.156064987182617
20,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.001,,1.0,1.0,,,,,7880,9164,64,2,0.5865385966657619,0.872639705133241,39,13,0.3333333333333333,0.0038519313093274,22.075226068496704
20,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.001,,1.0,1.0,,,,,7880,9164,64,3,0.5065401886862438,0.8224239387780343,39,12,0.3076923076923077,0.0039706984534859,22.06865406036377
21,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.005,,1.0,0.5,,,,,7880,9164,64,1,0.6084277592445471,0.8677958837513935,39,13,0.3333333333333333,0.0016460133483633,22.13025689125061
21,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.005,,1.0,0.5,,,,,7880,9164,64,2,0.6387462642191022,0.864672490986403,39,14,0.358974358974359,0.0017027095891535,22.07178425788879
21,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.005,,1.0,0.5,,,,,7880,9164,64,3,0.6783783235309572,0.8953910954987774,39,15,0.3846153846153846,0.0019396154675632,22.075317859649655
22,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.005,,1.0,1.0,,,,,7880,9164,64,1,0.5581198114798352,0.8500906165881537,39,13,0.3333333333333333,0.0018447266193106,22.114344120025635
22,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.005,,1.0,1.0,,,,,7880,9164,64,2,0.7162436397320495,0.9033272491489908,39,17,0.4358974358974359,0.0023592771030962,22.138779878616333
22,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.005,,1.0,1.0,,,,,7880,9164,64,3,0.6880311931348329,0.8961644808820268,39,15,0.3846153846153846,0.002001350512728,22.133374214172363
23,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.01,,1.0,0.5,,,,,7880,9164,64,1,0.6783644515840904,0.8974444728673754,39,15,0.3846153846153846,0.0015690432628616,22.0847589969635
23,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.01,,1.0,0.5,,,,,7880,9164,64,2,0.6684532536122061,0.8971704001005197,39,15,0.3846153846153846,0.0019236285006627,22.105598211288452
23,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.01,,1.0,0.5,,,,,7880,9164,64,3,0.6567243940104625,0.8725517780016596,39,14,0.358974358974359,0.0015807732706889,22.092176914215088
24,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.01,,1.0,1.0,,,,,7880,9164,64,1,0.6904349056141509,0.9048982609404352,39,15,0.3846153846153846,0.0019144006073474,22.14580202102661
24,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.01,,1.0,1.0,,,,,7880,9164,64,2,0.663605455270566,0.888526244826139,39,15,0.3846153846153846,0.0019307730253785,22.141358137130737
24,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.2,500,0.01,,1.0,1.0,,,,,7880,9164,64,3,0.6096906030292112,0.8590370588773134,39,13,0.3333333333333333,0.0020696397405117,22.1453161239624
25,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.001,,1.0,0.5,,,,,7880,9164,64,1,0.5267836475039017,0.8475174343965124,39,11,0.282051282051282,0.0096390238031744,8.88500714302063
25,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.001,,1.0,0.5,,,,,7880,9164,64,2,0.5281198753079969,0.789347190071001,39,11,0.282051282051282,0.0088681541383266,8.920413970947266
25,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.001,,1.0,0.5,,,,,7880,9164,64,3,0.5787536960598263,0.8482085419025718,39,12,0.3076923076923077,0.0106627605855464,8.919203042984009
26,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.001,,1.0,1.0,,,,,7880,9164,64,1,0.6213740479311969,0.8761263146677561,39,13,0.3333333333333333,0.0249287243932485,8.90722370147705
26,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.001,,1.0,1.0,,,,,7880,9164,64,2,0.3339894081468779,0.6379370790634813,39,8,0.2051282051282051,0.0114401550963521,8.897347927093506
26,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.001,,1.0,1.0,,,,,7880,9164,64,3,0.4319667329430036,0.7886941078987004,39,9,0.2307692307692307,0.0152524225413799,8.907814264297485
27,real,real_BitcoinTransactions_featurized_sigma5.0,BitcoinTransactions,5.0,diffpool,2,64,False,0.5,200,0.005,,1.0,0.5,,,,,7880,9164,64,1,0.3637581431878492,0.6790329312637585,39,7,0.1794871794871795,0.0013608124572783,8.906885147094727
